singer_id,technique,atlas_group,group_folder,song,gt_lyrics,gt_lyrics_clean,asr_hypothesis,wer,per,wer_S,wer_D,wer_I,wer_n_ref,model
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,we shall always be as one if you love me for me,we shall always be as one if you love me for me,We shall always be as one If you love me for me,0.0,0.0,0,0,0,12,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,i'd be sure if i knew that you loved me for me,id be sure if i knew that you loved me for me,I'll be sure if I knew that you loved me for me,0.08333333333333333,0.03571428571428571,1,0,0,12,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,could i be the one you're seeking will i be the one you choose,could i be the one youre seeking will i be the one you choose,Could I be the one you're seeking? Will I be the one you choose?,0.0,0.0,0,0,0,14,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,who can say where we'll go who can promise what will be,who can say where well go who can promise what will be,Who can say where we'll go? Who can promise there will be?,0.08333333333333333,0.08823529411764706,1,0,0,12,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,what you see may be deceiving truth lies underneath the skin,what you see may be deceiving truth lies underneath the skin,"What you see may be deceiving, truth lies underneath the skin.",0.0,0.0,0,0,0,11,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,but i'll stay by your side if you love me for me,but ill stay by your side if you love me for me,But I'll stay by your side if you love me for me,0.0,0.0,0,0,0,12,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,can you tell my heart is speaking my eyes will give you clues,can you tell my heart is speaking my eyes will give you clues,Can you tell my heart is beaky? My eyes will give you clues.,0.07692307692307693,0.10526315789473684,1,0,0,13,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,i'd be glad if you loved me for me,id be glad if you loved me for me,I'll be glad if you loved me for me.,0.1111111111111111,0.043478260869565216,1,0,0,9,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,you say your love is true and i hope that it will be,you say your love is true and i hope that it will be,You said your love is true and I hope that it will be,0.07692307692307693,0.0625,1,0,0,13,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,you're a gentle one said she in my heart,youre a gentle one said she in my heart,You are gentle when says she in my heart,0.4444444444444444,0.19230769230769232,4,0,0,9,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,once a lass met a lad,once a lass met a lad,Once a less man a let go.,0.6666666666666666,0.4666666666666667,3,0,1,6,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,hope will blossom by believing the heart that lies within,hope will blossom by believing the heart that lies within,Hope will blossom by believing the heart that lies within,0.0,0.0,0,0,0,10,large-v2
EN-Alto-1,vibrato,control,Control_Group,if you love me for me,<AP> i'll be yours together,ill be yours together,I'll be yours together,0.0,0.0,0,0,0,4,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,we shall always be as one if you love me for me,we shall always be as one if you love me for me,We shall always be as one If you love me for me,0.0,0.0,0,0,0,12,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,i'd be sure if i knew that you loved me for me,id be sure if i knew that you loved me for me,I'd be sure if I knew that you loved me for me.,0.0,0.0,0,0,0,12,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,could i be the one you're seeking will i be the one you choose,could i be the one youre seeking will i be the one you choose,Could I be the one you're seeking? Will I be the one you choose?,0.0,0.0,0,0,0,14,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,who can say where we'll go who can promise what will be,who can say where well go who can promise what will be,Who can say where we'll go? Who can promise what we'll be?,0.08333333333333333,0.029411764705882353,1,0,0,12,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,what you see may be deceiving truth lies underneath the skin,what you see may be deceiving truth lies underneath the skin,"What you see may be deceiving, truth lies underneath the skin.",0.0,0.0,0,0,0,11,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,but i'll stay by your side if you love me for me,but ill stay by your side if you love me for me,But I'll stay by your side if you love me for me.,0.0,0.0,0,0,0,12,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,can you tell my heart is speaking <AP> my eyes will give you clues,can you tell my heart is speaking my eyes will give you clues,Can you tell my heart is speaking? My eyes won't leave you clueless.,0.23076923076923078,0.21052631578947367,3,0,0,13,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,i'd be glad if you loved me for me,id be glad if you loved me for me,I'll be glad if you love me for me.,0.2222222222222222,0.08695652173913043,2,0,0,9,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,you say your love is true and i hope that it will be,you say your love is true and i hope that it will be,You say your love is true and I hope that it will be.,0.0,0.0,0,0,0,13,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,you're a gentle one said she in my heart,youre a gentle one said she in my heart,You were gentle when said she in my heart,0.3333333333333333,0.15384615384615385,3,0,0,9,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,once a lass met a lad,once a lass met a lad,I put the song's lyrics in the description down below and hope it may help. And if you have questions leave them down below in the comment section to ask me.,5.166666666666667,6.333333333333333,6,0,25,6,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,hope will blossom by believing <AP> the heart will lies within,hope will blossom by believing the heart will lies within,"Hope will blossom by believing, the heart will rise within.",0.1,0.02631578947368421,1,0,0,10,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,if you love me for me,<AP> i'll be yours together,ill be yours together,I'll be yours together,0.0,0.0,0,0,0,4,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,blossom of snow may you bloom and grow,blossom of snow may you bloom and grow,Blossom snow may you bloom and grow,0.125,0.08,0,1,0,8,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,bloom and grow forever <AP>,bloom and grow forever,bloom and grow forever.,0.0,0.0,0,0,0,4,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,bless my homeland forever,bless my homeland forever,Bless my homeland forever.,0.0,0.0,0,0,0,4,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,edelweiss <AP> edelweiss,edelweiss edelweiss,"Otherwise, otherwise",1.0,0.8571428571428571,2,0,0,2,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,small and white <AP> clean and bright,small and white clean and bright,small and wide clean and bright you,0.3333333333333333,0.14285714285714285,1,0,1,6,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,you look happy to meet me,you look happy to meet me,You look happy to meet me.,0.0,0.0,0,0,0,6,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,every morning you greet me,every morning you greet me,Every morning you greet me,0.0,0.0,0,0,0,5,large-v2
EN-Alto-1,vibrato,control,Control_Group,edelweiss,edelweiss <AP> edelweiss <AP>,edelweiss edelweiss,"The Wise Head, The Wise Head",3.0,1.0,2,0,4,2,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,blossom of snow may you bloom and grow <AP>,blossom of snow may you bloom and grow,"Blossom, snow, may you bloom and grow.",0.125,0.08,0,1,0,8,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,bloom and grow forever <AP>,bloom and grow forever,bloom and grow forever.,0.0,0.0,0,0,0,4,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,bless my homeland forever,bless my homeland forever,Bless my homeland forever.,0.0,0.0,0,0,0,4,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,edelweiss <AP> edelweiss,edelweiss edelweiss,"Edelweiss, Edelweiss",0.0,0.0,0,0,0,2,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,small and white clean and bright <AP>,small and white clean and bright,"Small and white, clean and bright.",0.0,0.0,0,0,0,6,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,you look happy to meet me <AP>,you look happy to meet me,"You look happy to me, me",0.16666666666666666,0.0625,1,0,0,6,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,every morning you greet me,every morning you greet me,Every morning you greet me,0.0,0.0,0,0,0,5,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,edelweiss,edelweiss <AP> edelweiss <AP>,edelweiss edelweiss,"Otherwise, otherwise, otherwise.",1.5,1.2142857142857142,2,0,1,2,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,and i know that my heart will go on,and i know that my heart will go on,And I know that my heart will go on,0.0,0.0,0,0,0,9,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,we'll always go on,well always go on,We'll always go along,0.25,0.3333333333333333,1,0,0,4,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,near far wherever you are,near far wherever you are,"Near, far, wherever you are.",0.0,0.0,0,0,0,5,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,we'll stay forever this way <AP>,well stay forever this way,We'll stay forever this way.,0.0,0.0,0,0,0,5,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,once more you open the door,once more you open the door,"Once more, you'll open the door",0.16666666666666666,0.05555555555555555,1,0,0,6,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,you are safe in my heart and my heart will go on and on,you are safe in my heart and my heart will go on and on,You're safe in my heart and my heart will go on and on.,0.14285714285714285,0.05555555555555555,1,1,0,14,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,i believe that the heart does go on,i believe that the heart does go on,I believe that the hard does go on.,0.125,0.045454545454545456,1,0,0,8,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,we're gone love was when i loved you,were gone love was when i loved you,were gone love was when I loved you,0.0,0.0,0,0,0,8,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,one true time i hold to in my life,one true time i hold to in my life,One true time I'd hold to in my lifetime,0.2222222222222222,0.21739130434782608,2,0,0,9,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,a lifetime and never let go till,a lifetime and never let go till,A lifetime and never let go till,0.0,0.0,0,0,0,7,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,love can touch us one time and last for,love can touch us one time and last for,Love can touch us one time and last for a lifetime.,0.2222222222222222,0.25925925925925924,0,0,2,9,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,and you're here in my heart and my heart will go on and on,and youre here in my heart and my heart will go on and on,"And you're here, my heart, and my heart will go on and on.",0.07142857142857142,0.05263157894736842,0,1,0,14,large-v2
EN-Alto-1,vibrato,control,Control_Group,my heart will go on,you're here <AP> there's nothing i fear,youre here theres nothing i fear,"You're here, there's nothing I fear.",0.0,0.0,0,0,0,6,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,and i know that my heart will go on,and i know that my heart will go on,And I know that my heart will go on,0.0,0.0,0,0,0,9,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,we'll always go on,well always go on,will always go on.,0.25,0.08333333333333333,1,0,0,4,large-v2
EN-Alto-1,vibrato,technique,Vibrato_Group,my heart will go on,near far wherever you are,near far wherever you are,"Nefa, wherever you are.",0.4,0.25,1,1,0,5,large-v2
